time_stamp	px_state	py_state	v_state	sensor_type	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth	yaw_ground_truth	yaw_rate_ground_truth	rmse_x	rmse_y	rmse_vx	rmse_vy
1477010465300000	-20.3516	8.72321	5.18746	lidar	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358	0.476172	-0.339823	0.0975158	0.0863279	0.471003	0.447813
1477010465350000	-20.1412	8.86353	5.1444	radar	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919	0.459181	-0.334362	0.0974566	0.0862323	0.470548	0.447929
1477010465400000	-19.9637	8.93997	4.97225	lidar	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524	0.442462	-0.328848	0.0975011	0.0861449	0.47026	0.447845
1477010465450000	-19.756	9.06098	4.95219	radar	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179	0.42602	-0.323282	0.0976078	0.0860507	0.470052	0.447872
1477010465500000	-19.5526	9.11509	4.81792	lidar	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891	0.409856	-0.317665	0.0978096	0.0860016	0.470007	0.447671
1477010465550000	-19.2937	9.24257	5.0423	radar	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666	0.393973	-0.311998	0.0979214	0.0859192	0.469583	0.447506
1477010465600000	-19.0039	9.33684	5.1338	lidar	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751	0.378373	-0.306282	0.0978941	0.0858381	0.469095	0.447408
1477010465650000	-18.7782	9.42862	5.16388	radar	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429	0.363059	-0.300517	0.0978888	0.0857574	0.468587	0.447234
1477010465700000	-18.5251	9.52473	5.18257	lidar	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429	0.348033	-0.294705	0.0978539	0.0856713	0.46808	0.447146
1477010465750000	-18.2452	9.57461	5.37687	radar	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514	0.333298	-0.288846	0.0977647	0.0856239	0.467693	0.446756
1477010465800000	-17.9401	9.70944	5.53434	lidar	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691	0.318855	-0.282942	0.097664	0.0855308	0.467434	0.446637
1477010465850000	-17.6761	9.82233	5.49855	radar	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964	0.304708	-0.276993	0.0975803	0.0854472	0.467046	0.446873
1477010465900000	-17.409	9.91875	5.51367	lidar	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338	0.290859	-0.271	0.0975268	0.0853852	0.466656	0.447253
1477010465950000	-17.142	10.0172	5.59869	radar	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818	0.277309	-0.264964	0.0975128	0.0853666	0.466387	0.447628
1477010466000000	-16.879	10.1255	5.61261	lidar	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408	0.26406	-0.258887	0.097536	0.085446	0.466096	0.448265
1477010466050000	-16.6057	10.2124	5.67377	radar	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113	0.251116	-0.252769	0.0976295	0.0855951	0.465925	0.448841
1477010466100000	-16.3794	10.2903	5.56754	lidar	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937	0.238478	-0.246611	0.097663	0.0858017	0.465587	0.449425
1477010466150000	-16.1036	10.378	5.6651	radar	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883	0.226147	-0.240414	0.0977701	0.0861285	0.46542	0.449941
1477010466200000	-15.9058	10.3575	5.38831	lidar	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956	0.214126	-0.234179	0.0977474	0.0861772	0.464981	0.449873
1477010466250000	-15.6475	10.4297	5.39965	radar	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159	0.202417	-0.227907	0.0977395	0.086281	0.464545	0.449879
1477010466300000	-15.4658	10.3839	5.10721	lidar	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957	0.191022	-0.221599	0.0976412	0.0861995	0.464058	0.449489
1477010466350000	-15.1465	10.4296	5.44562	radar	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692	0.179942	-0.215255	0.0976277	0.086117	0.463768	0.449022
1477010466400000	-14.8935	10.4706	5.40665	lidar	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828	0.169179	-0.208879	0.0976142	0.0860325	0.463417	0.448568
1477010466450000	-14.6482	10.5029	5.22755	radar	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394	0.158735	-0.202468	0.0975849	0.0859436	0.462928	0.448199
1477010466500000	-14.4333	10.4492	5.04425	lidar	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418	0.148612	-0.196027	0.0975016	0.0859283	0.462463	0.447723
1477010466550000	-14.1624	10.479	5.14811	radar	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926	0.138811	-0.189554	0.0974367	0.0859274	0.461972	0.447249
1477010466600000	-13.834	10.6555	5.43084	lidar	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944	0.129333	-0.183051	0.097524	0.085876	0.461589	0.447139
1477010466650000	-13.5681	10.7213	5.39029	radar	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496	0.120181	-0.176519	0.0976411	0.0858855	0.461151	0.447309
1477010466700000	-13.3433	10.7044	5.23507	lidar	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603	0.111355	-0.169959	0.0976716	0.0858184	0.460666	0.447178
1477010466750000	-13.0663	10.7383	5.35707	radar	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288	0.102857	-0.163373	0.0977553	0.0857588	0.460236	0.446928
1477010466800000	-12.8162	10.8299	5.37013	lidar	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857	0.0946879	-0.156761	0.0978198	0.0858336	0.459799	0.446953
1477010466850000	-12.5359	10.8901	5.43789	radar	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467	0.0868499	-0.150124	0.0979508	0.0860281	0.459411	0.4471
1477010466900000	-12.3331	10.8314	5.19994	lidar	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997	0.0793437	-0.143463	0.0979405	0.0860024	0.458931	0.44682
1477010466950000	-12.0693	10.869	5.2141	radar	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177	0.0721706	-0.136779	0.0979423	0.0860124	0.458453	0.44661
1477010467000000	-11.8302	10.9305	5.1935	lidar	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022	0.0653316	-0.130074	0.0979081	0.0861413	0.457978	0.446556
1477010467050000	-11.5379	10.9594	5.32045	radar	-10.9703
